id,weight,movieid_id,genres
1569,5,tt1179034,Action|Crime
1570,2.5,tt1179056,Fantasy|Horror|Thriller
1571,128,tt0117913,Drama|Thriller
1572,136.5,tt0117918,Comedy|Drama|Romance
1573,12,tt0117924,Drama|Romance
1574,2,tt0117942,Action
1575,412,tt0117951,Comedy|Crime|Drama
1576,12,tt0117958,Drama
1577,2,tt0117965,Drama|Thriller
1578,196.5,tt0117979,Comedy|Romance
1579,7.5,tt1179794,Comedy|Drama|Fantasy|Romance
1580,2,tt1179891,Horror|Thriller
1581,17,tt1179904,Horror|Thriller
1582,46,tt0117991,Comedy|Drama|Romance
1583,51.5,tt1179933,Thriller
1584,12,tt1179947,Comedy|Documentary
1585,408.5,tt0117998,Action|Adventure|Romance|Thriller
1586,3,tt0118001,Comedy|Romance
1587,11,tt0118002,Comedy|Romance
1588,9,tt0118040,Mystery|Sci-Fi|Thriller
1589,4,tt0118043,Drama
1590,56,tt0118055,Drama|Romance
1591,32.5,tt0118073,Comedy
1592,5,tt0118100,Crime|Drama|Romance
1593,93,tt0118111,Comedy
1594,4,tt0118113,Comedy|Drama|Romance
1595,110.5,tt0118114,Adventure|Animation|Comedy
1596,39,tt0118147,Documentary
1597,4,tt0118150,Comedy
1598,59.5,tt0118158,Action|Adventure|Drama
1599,8.5,tt0118163,Drama
1600,1.5,tt1181795,Action|Drama|Fantasy
1601,4.5,tt1181927,Crime|Thriller
1602,127,tt1182345,Drama|Mystery|Sci-Fi|Thriller
1603,3.5,tt1182350,Comedy|Romance
1604,3,tt1182921,Action|Crime|Drama|Thriller
1605,16,tt0118301,Comedy
1606,3.5,tt0118308,Romance
1607,2.5,tt1183276,Action|Horror|Thriller
1608,7,tt1183919,Documentary
1609,9.5,tt0118414,Adventure|Drama|Fantasy
1610,2,tt0118460,Drama|Horror|Thriller
1611,8,tt0118523,Drama|Romance
1612,2,tt1185266,Comedy|Horror
1613,5,tt0118528,Crime|Drama
1614,8,tt0118531,Drama|Thriller
1615,4,tt0118539,Action|Children|Comedy
1616,8.5,tt0118540,Documentary
1617,12,tt0118541,Comedy
1618,10,tt1185416,Comedy|Romance
1619,32,tt0118548,Mystery|Thriller
1620,27,tt0118556,Comedy|Romance
1621,15,tt1185616,Animation|Documentary|Drama|War
1622,9.5,tt0118564,Drama
1623,18,tt0118566,Drama|Romance
1624,9.5,tt0118570,Children|Comedy
1625,194,tt0118571,Action|Thriller
1626,131.5,tt0118583,Action|Horror|Sci-Fi
1627,16.5,tt1185834,Action|Adventure|Animation|Sci-Fi
1628,0.5,tt0118589,Drama|Musical|Romance
1629,23,tt0118604,Comedy|Horror|Romance|Thriller
1630,66.5,tt0118607,Drama|Mystery
1631,52,tt0118615,Action|Adventure|Thriller
1632,67,tt0118617,Adventure|Animation|Children|Drama|Musical
1633,4,tt0118623,Drama|Romance
1634,21,tt0118632,Drama
1635,27,tt0118636,Drama|Thriller
1636,12.5,tt1186367,Action|Crime|Drama|Thriller
1637,3.5,tt1186370,Drama|Romance
1638,5,tt1186373,Action|Adventure|Animation|Fantasy
1639,5,tt0118647,Action|Thriller
1640,353.5,tt0118655,Action|Adventure|Comedy
1641,25.5,tt0118661,Action|Adventure
1642,3,tt0118663,Comedy
1643,5,tt0118665,Comedy
1644,4,tt1186830,Adventure|Drama|Romance
1645,93,tt0118688,Action|Adventure|Fantasy|Thriller
1646,47.5,tt0118689,Comedy
1647,5.5,tt0118691,Comedy|Romance
1648,4,tt0118692,Animation|Children|Fantasy|Musical
1649,59,tt0118694,Drama|Romance
1650,7,tt0118698,Drama|War
1651,4,tt0118702,Action|Comedy|Crime|Drama
1652,9.5,tt1187043,Comedy|Drama|Romance
1653,8,tt1187064,Drama|Horror|Mystery|Thriller
1654,39.5,tt0118708,Action|Comedy
1655,416,tt0118715,Comedy|Crime
1656,2.5,tt0118735,Drama|Thriller
1657,18,tt0118736,Action|Adventure|Sci-Fi
1658,3,tt0118742,Drama|Romance
1659,4,tt0118744,Thriller
1660,2.5,tt0118745,Action|Thriller
1661,32.5,tt0118747,Action|Comedy|Musical
1662,159,tt0118749,Drama
1663,13,tt0118750,Comedy|Romance
1664,36.5,tt0118755,Adventure|Children|Comedy|Fantasy
1665,7,tt0118760,Drama|Thriller
1666,5,tt0118767,Crime|Drama
1667,43.5,tt0118771,Action|Thriller
1668,6.5,tt0118787,Adventure|Children|Drama
1669,41,tt0118789,Drama|Romance
1670,78.5,tt0118798,Comedy|Drama|Romance
1671,365,tt0118799,Comedy|Drama|Romance|War
1672,8,tt0118804,Comedy|Drama
1673,13,tt0118818,Drama
1674,15.5,tt0118819,Drama|Romance
1675,17,tt0118826,Comedy
1676,6,tt0118829,Animation|Children|Musical
1677,2,tt0118836,Comedy
1678,186,tt0118842,Comedy|Drama|Romance
1679,35.5,tt0118843,Comedy|Romance
1680,9.5,tt0118845,Drama|Romance
1681,4,tt0118849,Comedy|Drama
1682,6.5,tt0118851,Drama|Romance
1683,6,tt0118863,Crime
1684,23.5,tt0118866,Comedy
1685,17,tt1188729,Horror|Sci-Fi|Thriller
1686,179,tt0118880,Action|Adventure|Thriller
1687,126.5,tt0118883,Drama|Mystery|Romance|Thriller
1688,299.5,tt0118884,Drama|Sci-Fi
1689,52.5,tt0118887,Action|Crime|Drama|Thriller
1690,12.5,tt0118892,Drama
1691,6,tt0118900,Crime
1692,2,tt0118901,Comedy|Drama
1693,12,tt1189073,Drama
1694,3,tt0118925,Comedy|Drama
1695,11.5,tt0118926,Crime|Drama|Thriller
1696,6,tt0118927,Drama
1697,63,tt0118928,Action|Thriller
1698,183.5,tt0118929,Adventure|Film-Noir|Sci-Fi|Thriller
1699,36,tt1189340,Crime|Drama|Thriller
1700,31,tt0118954,Comedy|Drama
1701,11.5,tt0118956,Action|Horror|Sci-Fi
1702,10,tt0118966,Crime|Drama|Thriller
1703,174,tt0118971,Drama|Mystery|Thriller
1704,42.5,tt0118972,Action|Drama|Thriller
1705,4,tt0118983,Comedy|Drama|Romance
1706,2.5,tt0118996,Action|Crime
1707,83.5,tt0118998,Comedy
1708,194.5,tt0119008,Crime|Drama
1709,55,tt1190080,Action|Drama|Sci-Fi|Thriller
1710,12,tt0119013,Action
1711,4.5,tt0119033,Drama|Romance
1712,13,tt0119038,Comedy
1713,33,tt0119051,Adventure|Drama
1714,4,tt0119053,Adventure|Comedy|Western
1715,7,tt1190536,Action|Comedy
1716,3,tt1190539,Crime|Drama|Thriller
1717,2,tt1190617,Comedy|Fantasy
1718,23,tt1190722,Comedy
1719,6,tt0119079,Drama|Romance
1720,3,tt0119080,Drama
1721,73.5,tt0119081,Horror|Sci-Fi|Thriller
1722,11,tt0119086,Adventure|Romance
1723,259.5,tt0119094,Action|Crime|Drama|Thriller
1724,3.5,tt0119095,Children|Drama|Fantasy
1725,1,tt0119098,Romance
1726,52.5,tt0119099,Crime|Drama|Fantasy|Thriller
1727,7.5,tt0119107,Documentary
1728,3,tt0119109,Comedy
1729,10,tt1191111,Drama
1730,6,tt0119114,Comedy|Romance
1731,24,tt0119115,Comedy
1732,434.5,tt0119116,Action|Adventure|Comedy|Sci-Fi
1733,8,tt0119123,Action|Drama|Thriller
1734,48,tt0119137,Children|Comedy|Fantasy
1735,37,tt0119141,Comedy|Drama|Romance
1736,14.5,tt0119142,Comedy
1737,210.5,tt0119164,Comedy|Drama
1738,16,tt0119167,Drama|Horror|Thriller
1739,61.5,tt0119173,Action|Drama
1740,285,tt0119174,Drama|Mystery|Thriller
1741,340,tt0119177,Drama|Sci-Fi|Thriller
1742,61.5,tt0119190,Children|Comedy
1743,3,tt0119196,Drama|Thriller
1744,3,tt0119210,Crime|Mystery|Thriller
1745,2,tt0119214,Comedy
1746,4,tt0119215,Children|Comedy
1747,575,tt0119217,Drama|Romance
1748,3.5,tt0119219,Comedy|Crime|Thriller
1749,36.5,tt0119223,Drama|Romance
1750,13.5,tt0119225,Crime
1751,213,tt0119229,Comedy|Crime|Romance
1752,9.5,tt0119237,Drama
1753,4,tt0119248,Drama|Romance
1754,24,tt0119250,Crime|Drama
1755,42.5,tt0119256,Crime|Drama|Thriller
1756,61.5,tt1192628,Action|Adventure|Animation|Children|Comedy|Western
1757,4.5,tt0119273,Action|Adventure|Animation|Fantasy|Sci-Fi
1758,19,tt0119280,Drama|Romance
1759,107,tt0119282,Adventure|Animation|Children|Comedy|Musical
1760,15,tt0119303,Children|Comedy
1761,7,tt0119304,Comedy|Romance
1762,1,tt0119305,Comedy|Thriller
1763,3.5,tt0119310,Action|Adventure|Children|Comedy|Sci-Fi
1764,7,tt0119311,Crime|Drama|Film-Noir
1765,8,tt0119313,Comedy|Drama|Romance
1766,119,tt1193138,Drama|Romance
1767,15,tt0119314,Drama|Romance
1768,14,tt0119324,Comedy|Drama
1769,4,tt0119336,Drama
1770,4,tt0119338,Drama
1771,67.5,tt0119345,Horror|Mystery|Thriller
1772,66,tt0119349,Drama
1773,72.5,tt0119360,Comedy
1774,24.5,tt0119361,Comedy|Drama
1775,3.5,tt0119365,Crime|Thriller
1776,30,tt0119375,Drama|Mystery|Thriller
1777,15,tt0119381,Drama|Romance
1778,58,tt0119395,Action|Thriller
1779,177.5,tt0119396,Crime|Drama|Thriller
1780,56.5,tt1194173,Action|Adventure|Drama|Thriller|IMAX
1781,1.5,tt1194238,Crime|Drama
1782,5,tt1194263,Comedy|Drama|Mystery
1783,23.5,tt0119432,Children|Comedy
1784,8,tt1194417,Comedy|Crime
1785,10.5,tt0119448,Drama
1786,3.5,tt1194612,Documentary
1787,6,tt0119465,Comedy
1788,40.5,tt0119468,Crime|Drama|Mystery|Thriller
1789,17,tt0119472,Action|Comedy|Crime|Drama
1790,7,tt0119484,Action|Adventure
1791,13,tt0119485,Drama
1792,394,tt0119488,Crime|Film-Noir|Mystery|Thriller
1793,7,tt0119509,Comedy
1794,7,tt0119517,Comedy|Drama
1795,3,tt0119527,Crime|Drama|Thriller
1796,224.5,tt0119528,Comedy
1797,24.5,tt0119535,Romance|Thriller
1798,10,tt1195478,Comedy|Romance
1799,27.5,tt0119558,Drama|Romance
1800,184.5,tt0119567,Action|Adventure|Sci-Fi|Thriller
1801,5,tt0119571,Adventure|Children|Comedy|Fantasy
1802,4,tt0119572,Romance
1803,3,tt0119574,Comedy|Drama
1804,4,tt0119577,Drama
1805,36.5,tt0119590,Comedy|Drama
1806,10.5,tt0119592,Action|Drama
1807,7,tt0119594,Crime|Drama|Thriller
1808,3.5,tt1196141,Children|Comedy
1809,4,tt0119620,Comedy|Drama|Romance
1810,3.5,tt1196204,Comedy|Drama|Romance
1811,4,tt0119630,Action|Comedy|Thriller
1812,10,tt0119632,Comedy|Romance
1813,2.5,tt1196340,Drama|Thriller
1814,15,tt0119640,Comedy|War
1815,61,tt0119643,Romance
1816,6.5,tt0119644,Comedy
1817,575.5,tt0119654,Action|Comedy|Sci-Fi
1818,19,tt0119664,Action|Comedy|Crime|Drama|Thriller
1819,3,tt0119665,Comedy|Drama
1820,74.5,tt0119668,Crime|Drama|Mystery
1821,11,tt0119670,Drama
1822,32,tt0119675,Horror|Sci-Fi|Thriller
1823,37.5,tt0119683,Crime|Drama|Romance|War
1824,1.5,tt1196948,Action|Comedy|Romance
1825,10,tt0119695,Action|Comedy
1826,190,tt0119698,Action|Adventure|Animation|Drama|Fantasy
1827,13.5,tt0119707,Action|Adventure|Fantasy
1828,21.5,tt0119715,Children|Comedy
1829,5,tt0119717,Comedy|Romance
1830,7,tt0119718,Comedy
1831,14,tt0119723,Drama|Romance
1832,11,tt0119731,Crime|Drama|Mystery|Thriller
1833,6,tt0119734,Drama|Romance
1834,140,tt0119738,Comedy|Romance
1835,3.5,tt0119743,Comedy|Drama|Romance
1836,24.5,tt1197624,Drama|Thriller
1837,10.5,tt1197628,Action|Comedy
1838,26.5,tt0119778,Comedy|Drama|Romance
1839,1,tt0119781,Action|Sci-Fi
1840,4,tt0119784,Horror
1841,6,tt0119791,Horror|Thriller
1842,4.5,tt0119794,Action|Sci-Fi
1843,2.5,tt0119802,Action|Crime|Drama
1844,13.5,tt0119807,Action|Adventure|Comedy|Crime
1845,10,tt0119809,Comedy|Drama
1846,3.5,tt1198138,Crime|Drama|Thriller
1847,5,tt0119815,Drama
1848,4.5,tt1198196,Comedy
1849,355,tt0119822,Comedy|Drama|Romance
1850,4.5,tt0119843,Drama|Romance
1851,6.5,tt0119848,Comedy
1852,3.5,tt0119859,Drama|War
1853,1,tt0119872,Action
1854,60.5,tt0119874,Action|Thriller|War
1855,2,tt0119887,Comedy
1856,4,tt0119891,Drama|Horror|Thriller
1857,17,tt0119896,Comedy|Romance
1858,3.5,tt0119905,Comedy|Drama
1859,7.5,tt0119906,Crime|Drama|Thriller
1860,7,tt0119908,Drama|Thriller
1861,7,tt0119910,Comedy
1862,35,tt0119925,Action|Adventure|Drama|Sci-Fi
1863,17.5,tt0119937,Drama
1864,38.5,tt0119942,Comedy|Drama
1865,92,tt0119951,Comedy|Drama
1866,40.5,tt0119978,Drama
1867,3.5,tt0119987,Comedy
1868,11,tt0119994,Crime|Thriller
1869,12,tt0120004,Horror|Thriller
1870,41,tt0120008,Action|Crime|Thriller
1871,15,tt0120029,Children|Comedy|Romance|Sci-Fi
1872,86,tt0120032,Comedy
1873,8,tt0120034,Comedy|Drama|Romance
1874,10,tt0120036,Action|Drama
1875,96.5,tt0120053,Action|Romance|Sci-Fi|Thriller
1876,4,tt0120070,Drama|War
1877,90.5,tt0120082,Comedy|Horror|Mystery|Thriller
1878,15,tt0120094,Drama|Musical
1879,48,tt0120102,Adventure|Drama|War
1880,3,tt0120107,Thriller
1881,7,tt0120112,Drama|Romance
1882,17.5,tt1201167,Comedy|Drama
1883,6.5,tt0120118,Children|Drama
1884,20.5,tt0120122,Comedy|Romance
1885,6,tt0120131,Adventure|Animation|Children|Musical|Romance
1886,6,tt0120133,Children|Fantasy
1887,3,tt0120142,Comedy
1888,90,tt0120148,Drama|Romance
1889,37,tt0120152,Drama|Thriller
1890,24.5,tt0120157,Action|Sci-Fi|War
1891,195.5,tt1201607,Action|Adventure|Drama|Fantasy|Mystery|IMAX
1892,6.5,tt0120169,Drama
1893,44,tt0120176,Crime|Drama|Mystery|Thriller
1894,68.5,tt0120177,Action|Adventure|Sci-Fi|Thriller
1895,30.5,tt0120179,Action|Romance|Thriller
1896,63.5,tt0120184,Sci-Fi|Thriller
1897,13.5,tt0120185,Comedy
1898,167,tt0120188,Action|Adventure|Comedy|Drama|War
1899,4,tt0120197,Drama
1900,2,tt0120199,Comedy|Sci-Fi
1901,266.5,tt0120201,Action|Sci-Fi
1902,46.5,tt0120202,Comedy|Drama
1903,7,tt0120207,Action
1904,6.5,tt0120222,Thriller
1905,22.5,tt0120238,Comedy|Drama
1906,2.5,tt0120240,Drama
1907,44.5,tt0120241,Comedy|Crime|Drama|Mystery|Thriller
1908,68,tt0120255,Drama
1909,4,tt0120257,Drama|Romance
1910,3.5,tt0120263,Drama
1911,11,tt0120265,Drama
1912,1,tt0120274,Drama|Musical
1913,6.5,tt0120317,Children|Comedy|Mystery
1914,30.5,tt0120321,Comedy|Drama
1915,3.5,tt0120323,Drama
1916,83.5,tt0120324,Crime|Drama|Thriller
1917,478,tt0120338,Drama|Romance
1918,138,tt0120347,Action|Adventure|Thriller
1919,4,tt0120357,Drama|Fantasy|Romance
1920,374.5,tt0120363,Adventure|Animation|Children|Comedy|Fantasy
1921,13.5,tt0120370,Documentary
1922,9,tt0120373,Comedy|Romance
1923,476.5,tt0120382,Comedy|Drama|Sci-Fi
1924,4,tt0120389,Action|Adventure|Children
1925,1,tt0120390,Action|Thriller
1926,23.5,tt0120399,Crime|Drama|Mystery
1927,2,tt0120401,Horror|Thriller
1928,20,tt0120402,Drama
1929,9,tt0120414,Comedy|Thriller
1930,18.5,tt0120434,Comedy
1931,3.5,tt1204340,Drama
1932,26,tt1204342,Children|Comedy|Musical
1933,15,tt0120449,Drama
1934,8,tt0120458,Horror|Sci-Fi
1935,31.5,tt0120461,Action|Drama|Thriller
1936,3.5,tt0120471,Comedy
1937,3.5,tt0120472,Documentary
1938,7.5,tt0120481,Drama
1939,15.5,tt0120483,Comedy|Crime|Thriller
1940,89,tt0120484,Comedy
1941,9,tt0120490,Drama|War
1942,8,tt0120491,Comedy
1943,4,tt1204975,Comedy|Drama|Romance
1944,11,tt0120510,Children|Comedy|Drama
1945,13,tt0120512,Adventure|Children
1946,26.5,tt0120520,Drama|Romance
1947,4.5,tt0120524,Horror
1948,13,tt0120533,Comedy
1949,4.5,tt0120539,Documentary
1950,181.5,tt1205489,Crime|Drama
1951,1,tt0120550,Children
1952,2.5,tt1205535,Comedy|Romance
1953,4,tt1205537,Action|Drama|Thriller|IMAX
1954,2,tt0120554,Sci-Fi
1955,3.5,tt0120570,Action|Documentary|Drama|Thriller
1956,10,tt0120577,Drama
1957,544,tt0120586,Crime|Drama
1958,146,tt0120587,Adventure|Animation|Children|Comedy|Fantasy
1959,281,tt0120591,Action|Romance|Sci-Fi|Thriller
1960,5,tt0120594,Crime|Romance|Thriller
1961,80.5,tt0120595,Adventure|Children|Drama
1962,28,tt0120596,Comedy|Romance
1963,2,tt0120598,Adventure|Children
1964,391.5,tt0120601,Comedy|Drama|Fantasy
1965,9,tt0120603,Drama
1966,3,tt0120604,Action|Horror|Sci-Fi
1967,20.5,tt0120609,Action|Comedy|Crime
1968,195,tt0120611,Action|Horror|Thriller
1969,16,tt0120613,Drama|Romance
1970,271.5,tt0120616,Action|Adventure|Comedy|Fantasy|Horror|Thriller
1971,13,tt0120620,Drama
1972,323.5,tt0120623,Adventure|Animation|Children|Comedy
1973,277,tt0120630,Animation|Children|Comedy
1974,76,tt0120631,Comedy|Drama|Romance
1975,57.5,tt0120632,Drama|Fantasy|Romance
1976,33.5,tt0120633,Drama
1977,3,tt0120642,Drama
1978,6.5,tt0120646,Drama
1979,132,tt0120647,Drama|Sci-Fi|Thriller
1980,22.5,tt0120654,Comedy
1981,288,tt0120655,Adventure|Comedy|Fantasy
1982,75.5,tt0120657,Action|Adventure|Fantasy
1983,234,tt0120660,Action|Thriller
1984,25.5,tt0120661,Documentary|IMAX
1985,9.5,tt0120662,Thriller
1986,183.5,tt0120663,Drama|Mystery|Thriller
1987,99.5,tt0120667,Action|Adventure|Sci-Fi
1988,182.5,tt0120669,Adventure|Comedy|Drama
1989,60.5,tt0120679,Drama|Romance
1990,73,tt0120681,Crime|Horror|Mystery|Thriller
1991,16.5,tt0120684,Drama
1992,64.5,tt0120685,Action|Sci-Fi|Thriller
1993,18.5,tt0120686,Drama
1994,460.5,tt0120689,Crime|Drama
1995,3,tt0120692,Comedy|Drama
1996,57.5,tt0120693,Comedy
1997,9,tt0120694,Horror|Thriller
1998,10,tt0120696,Action|Crime|Thriller
1999,15.5,tt0120701,Comedy
2000,3.5,tt0120703,Drama|Romance
2001,8,tt0120706,Crime
2002,4,tt0120710,Horror|Thriller
2003,14,tt0120711,Adventure|Sci-Fi
2004,8,tt0120716,Drama
2005,9,tt0120722,Comedy|Drama|Romance
2006,5,tt0120724,Action
2007,18,tt0120725,Comedy
2008,13.5,tt0120728,Comedy|Drama
2009,11,tt0120731,Drama
2010,271.5,tt0120735,Comedy|Crime|Thriller
2011,813,tt0120737,Adventure|Fantasy
2012,71,tt0120738,Action|Adventure|Sci-Fi
2013,16.5,tt0120741,Comedy|Crime
2014,17,tt0120742,Comedy
2015,87.5,tt0120744,Action|Adventure|Drama
2016,186,tt0120746,Action|Comedy|Romance
2017,39,tt0120749,Action|Drama|Thriller
2018,14,tt0120751,Action|Adventure|Drama|Fantasy|Thriller
2019,9,tt0120753,Drama|Mystery|Romance
2020,209,tt0120755,Action|Adventure|Thriller
2021,25.5,tt0120757,Action|Crime
2022,160.5,tt0120762,Adventure|Animation|Children|Comedy|Drama|Musical|Romance
2023,10.5,tt0120764,Comedy|Sci-Fi
2024,3,tt0120765,Comedy
2025,100.5,tt0120768,Action|Crime|Drama|Mystery|Thriller
2026,9,tt0120769,Crime|Drama
2027,21,tt0120770,Comedy
2028,16,tt0120772,Comedy|Romance
2029,9,tt0120773,Comedy
2030,5.5,tt0120776,Drama
2031,37.5,tt0120777,Comedy|Drama|Romance
2032,123.5,tt0120780,Comedy|Crime|Drama|Romance|Thriller
2033,14,tt0120782,Crime|Drama|Mystery|Romance|Thriller
2034,45,tt0120783,Children|Comedy|Romance
2035,154,tt0120784,Action|Thriller
2036,3.5,tt0120786,Action|Thriller
2037,52.5,tt0120787,Thriller
2038,6,tt0120788,Drama
2039,212.5,tt0120789,Comedy|Drama|Fantasy
2040,22.5,tt0120791,Drama|Fantasy|Mystery|Romance
2041,87.5,tt0120794,Animation|Musical
2042,71,tt0120797,Comedy
2043,4,tt0120800,Adventure|Animation|Children|Fantasy|Musical
2044,3.5,tt0120801,Drama
2045,76.5,tt0120802,Drama|Mystery
2046,92.5,tt0120804,Action|Horror|Sci-Fi|Thriller
2047,137,tt0120812,Action|Comedy|Crime|Thriller
2048,779.5,tt0120815,Action|Drama|War
2049,2,tt0120820,Comedy
2050,9,tt0120823,Comedy
2051,18,tt0120824,Drama
2052,45.5,tt0120828,Adventure|Comedy|Romance
2053,29,tt0120831,Comedy|Drama
2054,41.5,tt0120832,Action|Crime|Mystery|Thriller
2055,10,tt0120834,Drama
2056,5.5,tt0120836,Comedy|Romance
2057,17.5,tt0120841,Horror|Sci-Fi
2058,104,tt0120844,Action|Drama|Romance|Sci-Fi
2059,83,tt0120855,Adventure|Animation|Children|Drama
2060,2,tt0120856,Action|Adventure
2061,25.5,tt0120857,Comedy|Drama|War
2062,1,tt0120860,Comedy|Crime|Horror
2063,115.5,tt0120863,Action|Drama|War
2064,3,tt0120865,Drama|Romance
2065,23.5,tt0120866,Drama
2066,69.5,tt0120873,Action|Crime|Thriller
2067,17,tt0120877,Horror|Western
2068,13.5,tt0120879,Drama
2069,103.5,tt0120885,Comedy
2070,191.5,tt0120888,Comedy|Romance
2071,51,tt0120889,Adventure|Drama|Fantasy|Romance
2072,93.5,tt0120890,Crime|Drama|Mystery|Thriller
2073,117,tt0120891,Action|Comedy|Sci-Fi|Western
2074,12,tt0120901,Action|Comedy
2075,144.5,tt0120902,Action|Crime|Mystery|Sci-Fi|Thriller
2076,492,tt0120903,Action|Adventure|Sci-Fi
2077,59.5,tt0120906,Comedy|Mystery|Thriller
2078,85,tt0120907,Action|Sci-Fi|Thriller
2079,57.5,tt0120910,Animation|Children|Musical|IMAX
2080,180.5,tt0120912,Action|Comedy|Sci-Fi
2081,99,tt0120913,Action|Adventure|Animation|Children|Sci-Fi
2082,435,tt0120915,Action|Adventure|Sci-Fi
2083,137.5,tt0120917,Adventure|Animation|Children|Comedy|Fantasy
2084,2,tt1210106,Adventure|Comedy
2085,101,tt1210166,Drama
2086,19.5,tt1210819,Action|Adventure|Western|IMAX
2087,155.5,tt0121164,Animation|Comedy|Fantasy|Musical|Romance
2088,81.5,tt1211837,Action|Adventure|Sci-Fi
2089,16,tt1211956,Action|Mystery|Thriller
2090,4,tt1212419,Drama|Fantasy
2091,3,tt1212436,Comedy|Romance
2092,14.5,tt1212450,Crime|Drama
2093,1.5,tt0121261,Documentary|Horror
2094,8.5,tt1213019,Comedy|Drama
2095,2.5,tt1213644,Comedy
2096,1.5,tt1213648,Crime|Romance
2097,61.5,tt1213663,Action|Comedy|Sci-Fi
2098,2,tt1214962,Action|Drama|Thriller
2099,9.5,tt1216475,Adventure|Animation|Children|Comedy|IMAX
2100,17,tt1216487,Action|Crime|Drama|Mystery|Thriller
2101,3,tt1216491,Crime|Drama|Mystery|Thriller
2102,12,tt1216492,Comedy|Romance
2103,5,tt1216496,Crime|Drama|Mystery|Thriller
2104,104,tt1217209,Action|Adventure|Animation|Children
2105,3,tt0121731,(no genres listed)
2106,5,tt1217565,Comedy
2107,9.5,tt1217613,Action|Sci-Fi|War
2108,3,tt1217616,Drama
2109,2.5,tt1217637,Crime|Drama|Thriller
2110,290.5,tt0121765,Action|Adventure|Sci-Fi|IMAX
2111,267.5,tt0121766,Action|Adventure|Sci-Fi
2112,11,tt0121804,Drama|Sci-Fi
2113,118.5,tt1219289,Sci-Fi|Thriller
2114,8,tt1219342,Adventure|Animation|Fantasy|IMAX
2115,7.5,tt1219827,Action|Drama|Sci-Fi
2116,2.5,tt1220214,Fantasy|Horror|Mystery|Thriller
2117,1,tt1220220,Comedy
2118,22,tt1220634,Action|Horror|Sci-Fi|Thriller|IMAX
2119,39.5,tt1220719,Action|Drama|War
2120,2,tt1220888,Comedy|Crime
2121,94,tt0122151,Action|Comedy|Crime|Thriller
2122,5,tt0122227,Adventure|Animation|Comedy
2123,1.5,tt0122264,Animation|Comedy
2124,11,tt1222817,Comedy
2125,2.5,tt1223236,Adventure|Documentary
2126,28.5,tt0122459,Drama|Romance
2127,3.5,tt0122515,Comedy|Drama
2128,10,tt0122529,Comedy|Drama
2129,37,tt0122541,Comedy|Romance
2130,4,tt1225822,Comedy
2131,35.5,tt1226229,Comedy
2132,8.5,tt1226271,Drama
2133,3,tt0122642,Action|Crime
2134,7.5,tt1226681,Horror|Thriller
2135,2.5,tt1226753,Drama|Thriller
2136,21.5,tt1226774,Comedy
2137,151.5,tt0122690,Action|Crime|Thriller
2138,51,tt0122718,Animation|Children|Fantasy|War
2139,3,tt1227536,Crime
2140,94,tt1227926,Comedy|Drama|Musical|Sci-Fi
2141,165,tt1228705,Action|Adventure|Sci-Fi|Thriller|IMAX
2142,27,tt1228987,Drama|Horror|Mystery
2143,80.5,tt1229238,Action|Adventure|Thriller|IMAX
2144,145.5,tt0122933,Comedy
2145,37,tt1229340,Comedy
2146,7.5,tt1229360,Documentary
2147,3,tt1229822,Drama|Romance
2148,2.5,tt1230385,Crime|Drama|Thriller
2149,11,tt1230414,Comedy|Romance
2150,8,tt1231580,Animation|Children|Comedy|Musical
2151,31,tt1231583,Comedy
2152,49.5,tt1231587,Comedy|Sci-Fi
2153,20,tt0123209,Comedy|Drama|Romance
2154,7.5,tt1232200,Comedy
2155,100.5,tt1232829,Action|Comedy|Crime
2156,10.5,tt1233227,Crime|Horror|Mystery|Thriller
2157,2,tt0123324,Drama
2158,8,tt0123385,Drama
2159,0.5,tt1234541,Drama|Fantasy|Sci-Fi|Thriller
2160,30.5,tt1234548,Action|Comedy|Drama
2161,7,tt1234654,Comedy|Drama
2162,4.5,tt1234719,Action|War
2163,14,tt1234721,Action|Crime|Sci-Fi|IMAX
2164,20.5,tt0012349,Comedy|Drama
2165,15,tt1235124,Drama|Horror|Sci-Fi
2166,17,tt1235166,Crime|Drama
2167,11,tt1235841,Drama
2168,92.5,tt0123755,Horror|Mystery|Sci-Fi|Thriller
2169,17,tt0123865,Drama|Romance
2170,3.5,tt1239426,Drama|Musical|Romance
2171,4.5,tt0123948,Crime|Horror|Thriller
2172,13,tt0123964,Comedy|Crime|Drama
2173,12.5,tt0123987,Children|Comedy
2174,28,tt1240982,Action|Adventure|Comedy|Fantasy
2175,1.5,tt1241017,Comedy|Romance
2176,4,tt0124102,Thriller
2177,5,tt1241317,Horror|Thriller
2178,6,tt0124179,Comedy|Drama
2179,55,tt0124198,Comedy|Crime
2180,4.5,tt0124207,Drama
2181,4.5,tt1242422,Action|Drama
2182,7.5,tt1242432,Crime|Horror|Thriller
2183,14,tt1242460,Drama|Thriller
2184,3.5,tt1242599,Action|Drama|Romance
2185,10,tt0124295,Comedy|Documentary
2186,71.5,tt0124298,Comedy|Romance
2187,97.5,tt0124315,Drama
2188,19,tt1243957,Drama|Thriller
2189,0.5,tt1243974,Comedy|Drama|Romance
2190,3,tt1244666,Comedy
2191,5,tt1245104,Animation|Children|Comedy|Fantasy
2192,11,tt1245112,Horror|Thriller
