movieid,title,year,lenght,genres,rate,poster,plot
tt0088846,Brazil ,1985,,Fantasy|Sci-Fi,,,
tt0090605,Aliens ,1986,,Action|Adventure|Horror|Sci-Fi,,,
tt0060196,Good, the Bad and the Ugly, The ,Buono, il brutto, il cattivo, Il ,,Action|Adventure|Western,,,
tt0094336,Withnail & I ,1987,,Comedy,,,
tt0050083,12 Angry Men ,0,,Drama,,,
tt0056172,Lawrence of Arabia ,0,,Adventure|Drama|War,,,
tt0066921,Clockwork Orange, A ,0,,Crime|Drama|Sci-Fi|Thriller,,,
tt0056592,To Kill a Mockingbird ,0,,Drama,,,
tt0078788,Apocalypse Now ,1979,,Action|Drama|War,,,
tt0064116,Once Upon a Time in the West ,C'era una volta il West ,,Action|Drama|Western,,,
tt0086190,Star Wars: Episode VI - Return of the Jedi ,1983,,Action|Adventure|Sci-Fi,,,
tt0093191,Wings of Desire ,Himmel über Berlin, Der ,,Drama|Fantasy|Romance,,,
tt0041959,Third Man, The ,0,,Film-Noir|Mystery|Thriller,,,
tt0099685,Goodfellas ,1990,,Crime|Drama,,,
tt0078748,Alien ,1979,,Horror|Sci-Fi,,,
tt0106308,Army of Darkness ,1993,,Action|Adventure|Comedy|Fantasy|Horror,,,
tt0095250,Big Blue, The ,Grand bleu, Le ,,Adventure|Drama|Romance,,,
tt0089881,Ran ,1985,,Drama|War,,,
tt0097202,Killer, The ,Die xue shuang xiong ,,Action|Crime|Drama|Thriller,,,
tt0054215,Psycho ,0,,Crime|Horror,,,
tt0080455,Blues Brothers, The ,1980,,Action|Comedy|Musical,,,
tt0071562,Godfather: Part II, The ,1974,,Crime|Drama,,,
tt0093058,Full Metal Jacket ,1987,,Drama|War,,,
tt0104361,Grand Day Out with Wallace and Gromit, A ,1989,,Adventure|Animation|Children|Comedy|Sci-Fi,,,
tt0097499,Henry V ,1989,,Action|Drama|Romance|War,,,
tt0086879,Amadeus ,1984,,Drama,,,
tt0045061,Quiet Man, The ,0,,Drama|Romance,,,
tt0087843,Once Upon a Time in America ,1984,,Crime|Drama,,,
tt0081398,Raging Bull ,1980,,Drama,,,
tt0075686,Annie Hall ,1977,,Comedy|Romance,,,
tt0086197,Right Stuff, The ,1983,,Drama,,,
tt0079944,Stalker ,1979,,Drama|Mystery|Sci-Fi,,,
tt0082096,Boot, Das ,Boat, The ,,Action|Drama|War,,,
tt0070735,Sting, The ,1973,,Comedy|Crime,,,
tt0067185,Harold and Maude ,0,,Comedy|Drama|Romance,,,
tt0103130,Trust ,1990,,Comedy|Drama|Romance,,,
tt0050976,Seventh Seal, The ,Sjunde inseglet, Det ,,Drama,,,
tt0085859,Local Hero ,1983,,Comedy,,,
tt0088247,Terminator, The ,1984,,Action|Sci-Fi|Thriller,,,
tt0103873,Dead Alive ,Braindead ,,Comedy|Fantasy|Horror,,,
tt0097441,Glory ,1989,,Drama|War,,,
tt0100519,Rosencrantz and Guildenstern Are Dead ,1990,,Comedy|Drama,,,
tt0079522,Manhattan ,1979,,Comedy|Drama|Romance,,,
tt0100150,Miller's Crossing ,1990,,Crime|Drama|Film-Noir|Thriller,,,
tt0097165,Dead Poets Society ,1989,,Drama,,,
tt0061722,Graduate, The ,0,,Comedy|Drama|Romance,,,
tt0052311,Touch of Evil ,0,,Crime|Film-Noir|Thriller,,,
tt0100263,Femme Nikita, La ,Nikita ,,Action|Crime|Romance|Thriller,,,
tt0050212,Bridge on the River Kwai, The ,0,,Adventure|Drama|War,,,
tt0056801,8,5,8½ ,,Drama|Fantasy,,,
tt0071315,Chinatown ,1974,,Crime|Film-Noir|Mystery|Thriller,,,
tt0043456,Day the Earth Stood Still, The ,0,,Drama|Sci-Fi|Thriller,,,
tt0040897,Treasure of the Sierra Madre, The ,0,,Action|Adventure|Drama|Western,,,
tt0092610,Bad Taste ,1987,,Comedy|Horror|Sci-Fi,,,
tt0023969,Duck Soup ,0,,Comedy|Musical|War,,,
tt0088794,Better Off Dead... ,1985,,Comedy|Romance,,,
tt0081505,Shining, The ,1980,,Horror,,,
tt0092005,Stand by Me ,1986,,Adventure|Drama,,,
tt0022100,M ,0,,Crime|Film-Noir|Thriller,,,
tt0092991,Evil Dead II ,Dead by Dawn ,,Action|Comedy|Fantasy|Horror,,,
tt0057115,Great Escape, The ,0,,Action|Adventure|Drama|War,,,
tt0077416,Deer Hunter, The ,1978,,Drama|War,,,
tt0082269,Diva ,1981,,Action|Drama|Mystery|Romance|Thriller,,,
tt0107048,Groundhog Day ,1993,,Comedy|Fantasy|Romance,,,
tt0105695,Unforgiven ,1992,,Drama|Western,,,
tt0056218,Manchurian Candidate, The ,0,,Crime|Thriller|War,,,
tt0100436,Pump Up the Volume ,1990,,Comedy|Drama,,,
tt0036613,Arsenic and Old Lace ,0,,Comedy|Mystery|Thriller,,,
tt0088763,Back to the Future ,1985,,Adventure|Comedy|Sci-Fi,,,
tt0101921,Fried Green Tomatoes ,1991,,Comedy|Crime|Drama,,,
tt0066206,Patton ,0,,Drama|War,,,
tt0090967,Down by Law ,1986,,Comedy|Drama|Film-Noir,,,
tt0094625,Akira ,1988,,Action|Adventure|Animation|Sci-Fi,,,
tt0091203,Highlander ,1986,,Action|Adventure|Fantasy,,,
tt0061512,Cool Hand Luke ,0,,Drama,,,
tt0099334,Cyrano de Bergerac ,1990,,Comedy|Drama|Romance,,,
tt0072431,Young Frankenstein ,1974,,Comedy|Fantasy,,,
tt0102536,Night on Earth ,1991,,Comedy|Drama,,,
tt0101640,Raise the Red Lantern ,Da hong deng long gao gao gua ,,Drama,,,
tt0032553,Great Dictator, The ,0,,Comedy|Drama|War,,,
tt0032455,Fantasia ,0,,Animation|Children|Fantasy|Musical,,,
tt0044706,High Noon ,0,,Drama|Western,,,
tt0038355,Big Sleep, The ,0,,Crime|Film-Noir|Mystery,,,
tt0097493,Heathers ,1989,,Comedy,,,
tt0081534,Somewhere in Time ,1980,,Drama|Romance,,,
tt0052618,Ben-Hur ,0,,Action|Adventure|Drama,,,
tt0088258,This Is Spinal Tap ,1984,,Comedy,,,
tt0085809,Koyaanisqatsi ,a.k.a. Koyaanisqatsi: Life Out of Balance ,,Documentary,,,
tt0094006,Some Kind of Wonderful ,1987,,Drama|Romance,,,
tt0097576,Indiana Jones and the Last Crusade ,1989,,Action|Adventure,,,
tt0078841,Being There ,1979,,Comedy|Drama,,,
tt0083987,Gandhi ,1982,,Drama,,,
tt0096332,Unbearable Lightness of Being, The ,1988,,Drama,,,
tt0091867,Room with a View, A ,1986,,Drama|Romance,,,
tt0089886,Real Genius ,1985,,Comedy,,,
tt0084503,Pink Floyd: The Wall ,1982,,Drama|Musical,,,
tt0087553,Killing Fields, The ,1984,,Drama|War,,,
tt0089606,My Life as a Dog ,Mitt liv som hund ,,Comedy|Drama,,,
tt0049223,Forbidden Planet ,0,,Drama|Sci-Fi,,,
tt0097351,Field of Dreams ,1989,,Children|Drama|Fantasy,,,
tt0073341,Man Who Would Be King, The ,1975,,Adventure|Drama,,,
tt0064115,Butch Cassidy and the Sundance Kid ,0,,Action|Western,,,
tt0087884,Paris, Texas ,1984,,Drama|Romance,,,
tt0101458,Until the End of the World ,Bis ans Ende der Welt ,,Adventure|Drama|Sci-Fi,,,
tt0098635,When Harry Met Sally... ,1989,,Comedy|Romance,,,
tt0116589,Hype! ,1996,,Documentary,,,
tt0116293,Female Perversions ,1996,,Drama,,,
tt0112537,Blue Juice ,1995,,Comedy|Drama,,,
tt0103644,Alien³ ,a.k.a. Alien 3 ,,Action|Horror|Sci-Fi|Thriller,,,
tt0082010,American Werewolf in London, An ,1981,,Comedy|Horror|Thriller,,,
tt0103678,Amityville 1992: It's About Time ,1992,,Horror,,,
tt0085159,Amityville 3-D ,1983,,Horror,,,
tt0115535,Amityville: Dollhouse ,1996,,Horror,,,
tt0106262,Amityville: A New Generation ,1993,,Horror,,,
tt0083550,Amityville II: The Possession ,1982,,Horror,,,
tt0078767,Amityville Horror, The ,1979,,Drama|Horror|Mystery|Thriller,,,
tt0099030,Amityville Curse, The ,1990,,Horror,,,
tt0071233,Blood for Dracula ,Andy Warhol's Dracula ,,Horror,,,
tt0090655,April Fool's Day ,1986,,Horror,,,
tt0075704,Audrey Rose ,1977,,Horror,,,
tt0092632,Believers, The ,1987,,Horror|Thriller,,,
tt0056869,Birds, The ,0,,Horror|Thriller,,,
tt0051418,Blob, The ,0,,Horror|Sci-Fi,,,
tt0082083,Blood Beach ,1981,,Horror|Mystery,,,
tt0101492,Body Parts ,1991,,Horror|Thriller,,,
tt0037549,Body Snatcher, The ,0,,Drama|Horror|Thriller,,,
tt0103874,Dracula ,Bram Stoker's Dracula ,,Fantasy|Horror|Romance|Thriller,,,
tt0026138,Bride of Frankenstein, The ,Bride of Frankenstein ,,Drama|Horror|Sci-Fi,,,
tt0074258,Burnt Offerings ,1976,,Horror,,,
tt0103919,Candyman ,1992,,Horror|Thriller,,,
tt0101540,Cape Fear ,1991,,Thriller,,,
tt0055824,Cape Fear ,0,,Crime|Drama|Thriller,,,
tt0074285,Carrie ,1976,,Drama|Fantasy|Horror|Thriller,,,
tt0083722,Cat People ,1982,,Drama|Fantasy|Horror,,,
tt0087800,Nightmare on Elm Street, A ,1984,,Horror|Thriller,,,
tt0013442,Nosferatu ,Nosferatu, eine Symphonie des Grauens ,,Horror,,,
tt0091651,Vampire in Venice ,Nosferatu a Venezia ,,Horror,,,
tt0075005,Omen, The ,1976,,Horror|Mystery|Thriller,,,
tt0115710,Blood and Wine ,Blood & Wine ,,Crime|Drama|Thriller,,,
tt0115495,Albino Alligator ,1996,,Crime|Thriller,,,
tt0117057,Mirror Has Two Faces, The ,1996,,Comedy|Drama|Romance,,,
tt0115751,Breaking the Waves ,1996,,Drama|Mystery,,,
tt0119791,Nightwatch ,1997,,Horror|Thriller,,,
tt0117731,Star Trek: First Contact ,1996,,Action|Adventure|Sci-Fi|Thriller,,,
tt0117631,Shine ,1996,,Drama|Romance,,,
tt0117666,Sling Blade ,1996,,Drama,,,
tt0116705,Jingle All the Way ,1996,,Children|Comedy,,,
tt0117293,Paradise Lost: The Child Murders at Robin Hood Hills ,1996,,Documentary,,,
tt0117372,Preacher's Wife, The ,1996,,Drama,,,
tt0117477,Ridicule ,1996,,Drama,,,
tt0115988,Crucible, The ,1996,,Drama,,,
tt0115433,101 Dalmatians ,1996,,Adventure|Children|Comedy,,,
tt0099423,Die Hard 2 ,1990,,Action|Adventure|Thriller,,,
tt0079945,Star Trek: The Motion Picture ,1979,,Adventure|Sci-Fi,,,
tt0102975,Star Trek VI: The Undiscovered Country ,1991,,Action|Mystery|Sci-Fi,,,
tt0098382,Star Trek V: The Final Frontier ,1989,,Action|Sci-Fi,,,
tt0084726,Star Trek II: The Wrath of Khan ,1982,,Action|Adventure|Sci-Fi|Thriller,,,
tt0088170,Star Trek III: The Search for Spock ,1984,,Action|Adventure|Sci-Fi,,,
tt0092007,Star Trek IV: The Voyage Home ,1986,,Adventure|Comedy|Sci-Fi,,,
tt0103776,Batman Returns ,1992,,Action|Crime,,,
tt0096487,Young Guns ,1988,,Action|Comedy|Western,,,
tt0100994,Young Guns II ,1990,,Action|Western,,,
tt0077631,Grease ,1978,,Comedy|Musical|Romance,,,
tt0084021,Grease 2 ,1982,,Comedy|Musical|Romance,,,
tt0100114,Marked for Death ,1990,,Action|Drama,,,
tt0105690,Under Siege ,1992,,Action|Drama|Thriller,,,
tt0073195,Jaws ,1975,,Action|Horror,,,
tt0077766,Jaws 2 ,1978,,Horror|Thriller,,,
tt0085750,Jaws 3-D ,1983,,Action|Horror,,,
tt0117119,My Fellow Americans ,1996,,Comedy,,,
tt0116996,Mars Attacks! ,1996,,Action|Comedy|Sci-Fi,,,
tt0115906,Citizen Ruth ,1996,,Comedy|Drama,,,
tt0116695,Jerry Maguire ,1996,,Drama|Romance,,,
tt0093822,Raising Arizona ,1987,,Comedy,,,
tt0094155,Tin Men ,1987,,Comedy|Drama,,,
tt0105435,Sneakers ,1992,,Action|Comedy|Crime|Drama|Sci-Fi,,,
tt0115633,Bastard Out of Carolina ,1996,,Drama,,,
tt0116621,In Love and War ,1996,,Romance|War,,,
tt0116999,Marvin's Room ,1996,,Drama,,,
tt0116410,Ghosts of Mississippi ,1996,,Drama,,,
tt0115641,Beavis and Butt-Head Do America ,1996,,Adventure|Animation|Comedy|Crime,,,
tt0112769,La Cérémonie ,1995,,Crime|Drama|Mystery|Thriller,,,
tt0117571,Scream ,1996,,Comedy|Horror|Mystery|Thriller,,,
tt0104691,Last of the Mohicans, The ,1992,,Action|Romance|War|Western,,,
tt0117038,Michael ,1996,,Comedy|Drama|Fantasy|Romance,,,
tt0116477,Hamlet ,1996,,Crime|Drama|Romance,,,
tt0117690,Some Mother's Son ,1996,,Drama,,,
tt0118163,Whole Wide World, The ,1996,,Drama,,,
tt0117091,Mother ,1996,,Comedy,,,
tt0118100,Thieves ,Voleurs, Les ,,Crime|Drama|Romance,,,
tt0116250,Evita ,1996,,Drama|Musical,,,
tt0117364,Portrait of a Lady, The ,1996,,Drama,,,
tt0067959,Walkabout ,0,,Adventure|Drama,,,
tt0119731,Murder at 1600 ,1997,,Crime|Drama|Mystery|Thriller,,,
tt0116506,Hearts and Minds ,1996,,Drama,,,
tt0119115,Fierce Creatures ,1997,,Comedy,,,
tt0120550,Zeus and Roxanne ,1997,,Children,,,
tt0120390,Turbulence ,1997,,Action|Thriller,,,
tt0112362,Angel Baby ,1995,,Drama,,,
tt0116704,First Strike ,Police Story 4: First Strike ,,Action|Adventure|Comedy|Thriller,,,
tt0120414,Underworld ,1996,,Comedy|Thriller,,,
tt0118708,Beverly Hills Ninja ,1997,,Action|Comedy,,,
tt0119664,Metro ,1997,,Action|Comedy|Crime|Drama|Thriller,,,
tt0106535,Cement Garden, The ,1993,,Drama,,,
tt0118928,Dante's Peak ,1997,,Action|Thriller,,,
tt0119644,Meet Wally Sparks ,1997,,Comedy,,,
tt0106266,Amos & Andrew ,1993,,Comedy,,,
tt0106387,Benny & Joon ,1993,,Comedy|Romance,,,
tt0119937,Prefontaine ,1997,,Drama,,,
tt0119640,McHale's Navy ,1997,,Comedy|War,,,
tt0116790,Kolya ,Kolja ,,Comedy|Drama,,,
tt0119225,Gridlock'd ,1997,,Crime,,,
tt0118111,Waiting for Guffman ,1996,,Comedy,,,
tt0118691,Beautician and the Beast, The ,1997,,Comedy|Romance,,,
tt0120238,SubUrbia ,1997,,Comedy|Drama,,,
tt0119887,Pest, The ,1997,,Comedy,,,
tt0119141,Fools Rush In ,1997,,Comedy|Drama|Romance,,,
tt0120357,Touch ,1997,,Drama|Fantasy|Romance,,,
tt0118548,Absolute Power ,1997,,Mystery|Thriller,,,
tt0120317,That Darn Cat ,1997,,Children|Comedy|Mystery,,,
tt0120434,Vegas Vacation ,National Lampoon's Las Vegas Vacation ,,Comedy,,,
tt0116922,Lost Highway ,1997,,Crime|Drama|Fantasy|Film-Noir|Mystery|Romance,,,
tt0120036,Rosewood ,1997,,Action|Drama,,,
tt0119008,Donnie Brasco ,1997,,Crime|Drama,,,
tt0118750,Booty Call ,1997,,Comedy|Romance,,,
tt0118702,Best Men ,1997,,Action|Comedy|Crime|Drama,,,
tt0119432,Jungle2Jungle ,a.k.a. Jungle 2 Jungle ,,Children|Comedy,,,
tt0116743,Kama Sutra: A Tale of Love ,1996,,Romance,,,
tt0119951,Private Parts ,1997,,Comedy|Drama,,,
tt0119572,Love Jones ,1997,,Romance,,,
tt0120053,Saint, The ,1997,,Action|Romance|Sci-Fi|Thriller,,,
tt0120152,Smilla's Sense of Snow ,1997,,Drama|Thriller,,,
tt0115964,Crash ,1996,,Drama|Thriller,,,
tt0116041,Daytrippers, The ,1996,,Comedy|Drama|Mystery|Romance,,,
tt0119528,Liar Liar ,1997,,Comedy,,,
tt0120094,Selena ,1997,,Drama|Musical,,,
tt0118972,Devil's Own, The ,1997,,Action|Drama|Thriller,,,
tt0118829,Cats Don't Dance ,1997,,Animation|Children|Musical,,,
tt0118663,B*A*P*S ,1997,,Comedy,,,
tt0116931,Love and Other Catastrophes ,1996,,Romance,,,
tt0120389,Turbo: A Power Rangers Movie ,1997,,Action|Adventure|Children,,,
tt0118623,Anna Karenina ,1997,,Drama|Romance,,,
tt0119013,Double Team ,1997,,Action,,,
tt0119381,Inventing the Abbotts ,1997,,Drama|Romance,,,
tt0118615,Anaconda ,1997,,Action|Adventure|Thriller,,,
tt0119229,Grosse Pointe Blank ,1997,,Comedy|Crime|Romance,,,
tt0116783,Kissed ,1996,,Drama|Romance,,,
tt0118541,8 Heads in a Duffel Bag ,1997,,Comedy,,,
tt0119859,Paradise Road ,1997,,Drama|War,,,
tt0120032,Romy and Michele's High School Reunion ,1997,,Comedy,,,
tt0116295,Temptress Moon ,Feng Yue ,,Romance,,,
tt0120461,Volcano ,1997,,Action|Drama|Thriller,,,
tt0115886,Children of the Revolution ,1996,,Comedy,,,
tt0118655,Austin Powers: International Man of Mystery ,1997,,Action|Adventure|Comedy,,,
tt0118771,Breakdown ,1997,,Action|Thriller,,,
tt0115760,Broken English ,1996,,Drama,,,
tt0119109,Fathers' Day ,1997,,Comedy,,,
tt0119116,Fifth Element, The ,1997,,Action|Adventure|Comedy|Sci-Fi,,,
tt0119809,Nowhere ,1997,,Comedy|Drama,,,
tt0117398,Promise, The ,La promesse ,,Drama,,,
tt0117615,Shall We Dance? ,Shall We Dansu? ,,Comedy|Drama|Romance,,,
tt0118556,Addicted to Love ,1997,,Comedy|Romance,,,
tt0115744,Brassed Off ,1996,,Comedy|Drama|Romance,,,
tt0119567,Lost World: Jurassic Park, The ,1997,,Action|Adventure|Sci-Fi|Thriller,,,
tt0117359,Ponette ,1996,,Drama,,,
tt0117561,Schizopolis ,1996,,Comedy,,,
tt0120118,Shiloh ,1997,,Children|Drama,,,
tt0114303,Rough Magic ,1995,,Drama|Romance,,,
tt0120373,Trial and Error ,1997,,Comedy|Romance,,,
tt0118787,Buddy ,1997,,Adventure|Children|Drama,,,
tt0118880,Con Air ,1997,,Action|Adventure|Thriller,,,
tt0114134,Pillow Book, The ,1996,,Drama|Romance,,,
tt0120179,Speed 2: Cruise Control ,1997,,Action|Romance|Thriller,,,
tt0118688,Batman & Robin ,1997,,Action|Adventure|Fantasy|Thriller,,,
tt0120034,For Roseanna ,Roseanna's Grave ,,Comedy|Drama|Romance,,,
tt0116502,Head Above Water ,1996,,Comedy|Thriller,,,
tt0119282,Hercules ,1997,,Adventure|Animation|Children|Comedy|Musical,,,
tt0119738,My Best Friend's Wedding ,1997,,Comedy|Romance,,,
tt0115856,When the Cat's Away ,Chacun cherche son chat ,,Comedy|Romance,,,
tt0057345,Contempt ,Mépris, Le ,,Drama,,,
tt0119094,Face/Off ,1997,,Action|Crime|Drama|Thriller,,,
tt0119098,Fall ,1997,,Romance,,,
tt0119654,Men in Black ,a.k.a. MIB ,,Action|Comedy|Sci-Fi,,,
tt0119848,Out to Sea ,1997,,Comedy,,,
tt0120512,Wild America ,1997,,Adventure|Children,,,
tt0120133,Simple Wish, A ,1997,,Children|Fantasy,,,
tt0118884,Contact ,1997,,Drama|Sci-Fi,,,
tt0116930,Love Serenade ,1996,,Comedy,,,
tt0119173,G.I. Jane ,1997,,Action|Drama,,,
tt0082198,Conan the Barbarian ,1982,,Action|Adventure|Fantasy,,,
tt0119190,George of the Jungle ,1997,,Children|Comedy,,,
tt0118887,Cop Land ,1997,,Action|Crime|Drama|Thriller,,,
tt0119081,Event Horizon ,1997,,Horror|Sci-Fi|Thriller,,,
tt0120177,Spawn ,1997,,Action|Adventure|Sci-Fi|Thriller,,,
tt0118570,Air Bud ,1997,,Children|Comedy,,,
tt0119896,Picture Perfect ,1997,,Comedy|Romance,,,
tt0119361,In the Company of Men ,1997,,Comedy|Drama,,,
tt0118818,Career Girls ,1997,,Drama,,,
tt0118883,Conspiracy Theory ,1997,,Drama|Mystery|Romance|Thriller,,,
tt0118966,Desperate Measures ,1998,,Crime|Drama|Thriller,,,
tt0120207,Steel ,1997,,Action,,,
tt0120112,She's So Lovely ,1997,,Drama|Romance,,,
tt0119311,Hoodlum ,1997,,Crime|Drama|Film-Noir,,,
tt0119509,Leave It to Beaver ,1997,,Comedy,,,
tt0119675,Mimic ,1997,,Horror|Sci-Fi|Thriller,,,
tt0119695,Money Talks ,1997,,Action|Comedy,,,
tt0119086,Excess Baggage ,1997,,Adventure|Romance,,,
tt0119484,Kull the Conqueror ,1997,,Action|Adventure,,,
tt0118571,Air Force One ,1997,,Action|Thriller,,,
tt0118531,187,One Eight Seven ,,Drama|Thriller,,,
tt0099810,Hunt for Red October, The ,1990,,Action|Adventure|Thriller,,,
tt0102494,My Own Private Idaho ,1991,,Drama|Romance,,,
tt0119465,Kiss Me, Guido ,1997,,Comedy,,,
tt0120197,Star Maps ,1997,,Drama,,,
tt0119360,In & Out ,1997,,Comedy,,,
tt0119051,Edge, The ,1997,,Adventure|Drama,,,
tt0119874,Peacemaker, The ,1997,,Action|Thriller|War,,,
tt0119488,L.A. Confidential ,1997,,Crime|Film-Noir|Mystery|Thriller,,,
tt0120102,Seven Years in Tibet ,1997,,Adventure|Drama|War,,,
tt0119468,Kiss the Girls ,1997,,Crime|Drama|Mystery|Thriller,,,
tt0120169,Soul Food ,1997,,Drama,,,
tt0120524,Wishmaster ,1997,,Horror,,,
tt0120323,Thousand Acres, A ,1997,,Drama,,,
tt0119174,Game, The ,1997,,Drama|Mystery|Thriller,,,
tt0119123,Fire Down Below ,1997,,Action|Drama|Thriller,,,
tt0120399,U Turn ,1997,,Crime|Drama|Mystery,,,
tt0119632,MatchMaker, The ,1997,,Comedy|Romance,,,
tt0118647,Assignment, The ,1997,,Action|Thriller,,,
tt0120402,Ulee's Gold ,1997,,Drama,,,
tt0119349,Ice Storm, The ,1997,,Drama,,,
tt0118842,Chasing Amy ,1997,,Comedy|Drama|Romance,,,
tt0119164,Full Monty, The ,1997,,Comedy|Drama,,,
tt0116631,Indian Summer ,a.k.a. Alive & Kicking ,,Comedy|Drama,,,
tt0119280,Mrs. Brown ,a.k.a. Her Majesty, Mrs. Brown ,,Drama|Romance,,,
tt0119345,I Know What You Did Last Summer ,1997,,Horror|Mystery|Thriller,,,
tt0118971,The Devil's Advocate ,1997,,Drama|Mystery|Thriller,,,
tt0120029,RocketMan ,a.k.a. Rocket Man ,,Children|Comedy|Romance|Sci-Fi,,,
tt0119906,Playing God ,1997,,Crime|Drama|Thriller,,,
tt0119324,House of Yes, The ,1997,,Comedy|Drama,,,
tt0119107,Fast, Cheap & Out of Control ,1997,,Documentary,,,
tt0120481,Washington Square ,1997,,Drama,,,
tt0120539,Year of the Horse ,1997,,Documentary,,,
tt0119177,Gattaca ,1997,,Drama|Sci-Fi|Thriller,,,
tt0119095,FairyTale: A True Story ,1997,,Children|Drama|Fantasy,,,
tt0119891,Phantoms ,1998,,Drama|Horror|Thriller,,,
tt0120257,Swept from the Sea ,1997,,Drama|Romance,,,
tt0119535,Life Less Ordinary, A ,1997,,Romance|Thriller,,,
tt0119338,Hurricane Streets ,1997,,Drama,,,
tt0119080,Eve's Bayou ,1997,,Drama,,,
tt0119210,Switchback ,1997,,Crime|Mystery|Thriller,,,
tt0118900,Gang Related ,1997,,Crime,,,
tt0083131,Stripes ,1981,,Comedy|War,,,
tt0118689,Bean ,1997,,Comedy,,,
tt0119592,Mad City ,1997,,Action|Drama,,,
tt0120490,Welcome to Sarajevo ,1997,,Drama|War,,,
tt0119527,Deceiver ,1997,,Crime|Drama|Thriller,,,
tt0119978,Rainmaker, The ,1997,,Drama,,,
tt0118749,Boogie Nights ,1997,,Drama,,,
tt0090329,Witness ,1985,,Drama|Romance|Thriller,,,
tt0119365,Incognito ,1997,,Crime|Thriller,,,
tt0120201,Starship Troopers ,1997,,Action|Sci-Fi,,,
tt0118901,Critical Care ,1997,,Comedy|Drama,,,
tt0107282,Joy Luck Club, The ,1993,,Drama|Romance,,,
tt0118836,Chairman of the Board ,1998,,Comedy,,,
tt0120148,Sliding Doors ,1998,,Drama|Romance,,,
tt0119707,Mortal Kombat: Annihilation ,1997,,Action|Adventure|Fantasy,,,
tt0120382,Truman Show, The ,1998,,Comedy|Drama|Sci-Fi,,,
tt0120520,Wings of the Dove, The ,1997,,Drama|Romance,,,
tt0119723,Mrs. Dalloway ,1997,,Drama|Romance,,,
tt0116592,I Love You, I Love You Not ,1996,,Drama|Romance,,,
tt0119994,Red Corner ,1997,,Crime|Thriller,,,
tt0119395,Jackal, The ,1997,,Action|Thriller,,,
tt0118617,Anastasia ,1997,,Adventure|Animation|Children|Drama|Musical,,,
tt0120483,Man Who Knew Too Little, The ,1997,,Comedy|Crime|Thriller,,,
tt0118583,Alien: Resurrection ,1997,,Action|Horror|Sci-Fi,,,
tt0118607,Amistad ,1997,,Drama|Mystery,,,
tt0118632,Apostle, The ,1997,,Drama,,,
tt0123385,Artemisia ,1997,,Drama,,,
tt0118698,Bent ,1997,,Drama|War,,,
tt0118804,Butcher Boy, The ,1997,,Comedy|Drama,,,
tt0118954,Deconstructing Harry ,1997,,Comedy|Drama,,,
tt0119137,Flubber ,1997,,Children|Comedy|Fantasy,,,
tt0119142,For Richer or Poorer ,1997,,Comedy,,,
tt0119217,Good Will Hunting ,1997,,Drama|Romance,,,
tt0119303,Home Alone 3 ,1997,,Children|Comedy,,,
tt0119668,Midnight in the Garden of Good and Evil ,1997,,Crime|Drama|Mystery,,,
tt0119715,Mouse Hunt ,1997,,Children|Comedy,,,
tt0120082,Scream 2 ,1997,,Comedy|Horror|Mystery|Thriller,,,
tt0120222,Stranger in the House ,1997,,Thriller,,,
tt0120255,Sweet Hereafter, The ,1997,,Drama,,,
tt0120338,Titanic ,1997,,Drama|Romance,,,
tt0120347,Tomorrow Never Dies ,1997,,Action|Adventure|Thriller,,,
tt0119925,Postman, The ,1997,,Action|Adventure|Drama|Sci-Fi,,,
tt0119314,Horse Whisperer, The ,1998,,Drama|Romance,,,
tt0119396,Jackie Brown ,1997,,Crime|Drama|Thriller,,,
tt0119485,Kundun ,1997,,Drama,,,
tt0119718,Mr. Magoo ,1997,,Comedy,,,
tt0118715,Big Lebowski, The ,1998,,Comedy|Crime,,,
tt0118566,Afterglow ,1997,,Drama|Romance,,,
tt0119590,My Life in Pink ,Ma vie en rose ,,Comedy|Drama,,,
tt0119223,Great Expectations ,1998,,Drama|Romance,,,
tt0118539,3 Ninjas: High Noon On Mega Mountain ,1998,,Action|Children|Comedy,,,
tt0120820,Senseless ,1998,,Comedy,,,
tt0120885,Wag the Dog ,1997,,Comedy,,,
tt0118929,Dark City ,1998,,Adventure|Film-Noir|Sci-Fi|Thriller,,,
tt0120696,Hard Rain ,1998,,Action|Crime|Thriller,,,
tt0120693,Half Baked ,1998,,Comedy,,,
tt0119099,Fallen ,1998,,Crime|Drama|Fantasy|Thriller,,,
tt0120122,Shooting Fish ,1997,,Comedy|Romance,,,
tt0112913,Fallen Angels ,Duo luo tian shi ,,Drama|Romance,,,
tt0119815,Four Days in September ,O Que É Isso, Companheiro? ,,Drama,,,
tt0120185,Spice World ,1997,,Comedy,,,
tt0118956,Deep Rising ,1998,,Action|Horror|Sci-Fi,,,
tt0119734,Music From Another Room ,1998,,Drama|Romance,,,
tt0120008,Replacement Killers, The ,1998,,Action|Crime|Thriller,,,
tt0120594,B. Monkey ,1998,,Crime|Romance|Thriller,,,
tt0119784,Night Flier ,1997,,Horror,,,
tt0118747,Blues Brothers 2000 ,1998,,Action|Comedy|Musical,,,
tt0120888,Wedding Singer, The ,1998,,Comedy|Romance,,,
tt0120184,Sphere ,1998,,Sci-Fi|Thriller,,,
tt0120782,Palmetto ,1998,,Crime|Drama|Mystery|Romance|Thriller,,,
