id,weight,movieid_id
2484,3,tt2561546
2485,3,tt0259974
2486,3,tt0265307
2487,3,tt2671706
2488,3,tt0272045
2489,3,tt2720680
2490,3,tt0027300
2491,3,tt0273646
2492,3,tt0274407
2493,3,tt0277941
2494,3,tt2788732
2495,3,tt0279065
2496,3,tt0279111
2497,3,tt0027948
2498,3,tt0028231
2499,3,tt0283426
2500,3,tt0283851
2501,3,tt0286751
2502,3,tt2870612
2503,3,tt2870756
2504,3,tt2870808
2505,3,tt0290661
2506,3,tt2910904
2507,3,tt0029146
2508,3,tt2922440
2509,3,tt0029284
2510,3,tt0292963
2511,3,tt2947832
2512,3,tt2967286
2513,3,tt0297721
2514,3,tt0298856
2515,3,tt0301429
2516,3,tt0301684
2517,3,tt0304229
2518,3,tt3043542
2519,3,tt3045616
2520,3,tt3086442
2521,3,tt3098812
2522,3,tt0310149
2523,3,tt0031060
2524,3,tt0311320
2525,3,tt3139086
2526,3,tt0031505
2527,3,tt0315152
2528,3,tt3155328
2529,3,tt0031593
2530,3,tt3168230
2531,3,tt0317226
2532,3,tt0317842
2533,3,tt0318202
2534,3,tt0319970
2535,3,tt3221698
2536,3,tt0325055
2537,3,tt0032536
2538,3,tt0032851
2539,3,tt0032881
2540,3,tt3291148
2541,3,tt0329737
2542,3,tt0330500
2543,3,tt0330602
2544,3,tt0330829
2545,3,tt0033152
2546,3,tt3317234
2547,3,tt0331933
2548,3,tt0332639
2549,3,tt0335013
2550,3,tt0337721
2551,3,tt0337930
2552,3,tt0338216
2553,3,tt0339419
2554,3,tt3397160
2555,3,tt0345032
2556,3,tt0346578
2557,3,tt0349416
2558,3,tt3499048
2559,3,tt0350261
2560,3,tt0352520
2561,3,tt0035317
2562,3,tt0353489
2563,3,tt0360130
2564,3,tt3606752
2565,3,tt0036154
2566,3,tt0363579
2567,3,tt0036377
2568,3,tt0365265
2569,3,tt0365651
2570,3,tt0365907
2571,3,tt0367093
2572,3,tt0368089
2573,3,tt0368574
2574,3,tt3689498
2575,3,tt0369060
2576,3,tt3715320
2577,3,tt3717252
2578,3,tt3717490
2579,3,tt3748440
2580,3,tt0376108
2581,3,tt3762944
2582,3,tt0377981
2583,3,tt3793788
2584,3,tt0037954
2585,3,tt0380066
2586,3,tt0381505
2587,3,tt3817848
2588,3,tt0381966
2589,3,tt3837196
2590,3,tt0038589
2591,3,tt3859076
2592,3,tt0388182
2593,3,tt0038991
2594,3,tt0039017
2595,3,tt0039402
2596,3,tt0396592
2597,3,tt0397078
2598,3,tt0399102
2599,3,tt0403910
2600,3,tt0040497
2601,3,tt0040613
2602,3,tt0407384
2603,3,tt0409799
2604,3,tt0041190
2605,3,tt4144190
2606,3,tt0041509
2607,3,tt0041866
2608,3,tt4191054
2609,3,tt0419749
2610,3,tt0420238
2611,3,tt0422295
2612,3,tt0042286
2613,3,tt4229236
2614,3,tt0042646
2615,3,tt0427531
2616,3,tt0427954
2617,3,tt0429573
2618,3,tt0043147
2619,3,tt4324274
2620,3,tt0043338
2621,3,tt0433387
2622,3,tt4382552
2623,3,tt0043918
2624,3,tt0043983
2625,3,tt0044030
2626,3,tt0044517
2627,3,tt0445939
2628,3,tt0449061
2629,3,tt0450336
2630,3,tt0045081
2631,3,tt0450972
2632,3,tt0045125
2633,3,tt4513674
2634,3,tt0452624
2635,3,tt0452643
2636,3,tt0453548
2637,3,tt0454776
2638,3,tt4550098
2639,3,tt0455326
2640,3,tt0457275
2641,3,tt0045920
2642,3,tt0046085
2643,3,tt0462246
2644,3,tt0462396
2645,3,tt0464196
2646,3,tt0046451
2647,3,tt0465142
2648,3,tt0465436
2649,3,tt0465657
2650,3,tt0466893
2651,3,tt0046754
2652,3,tt0046963
2653,3,tt0469903
2654,3,tt0472198
2655,3,tt0475944
2656,3,tt0478566
2657,3,tt0047977
2658,3,tt0048254
2659,3,tt0048394
2660,3,tt4846232
2661,3,tt0048491
2662,3,tt4853102
2663,3,tt0485851
2664,3,tt0485976
2665,3,tt0486585
2666,3,tt0048696
2667,3,tt0489235
2668,3,tt0490076
2669,3,tt0050147
2670,3,tt0050280
2671,3,tt0050539
2672,3,tt5135434
2673,3,tt0051554
2674,3,tt0051758
2675,3,tt0051994
2676,3,tt5215952
2677,3,tt0052587
2678,3,tt0052646
2679,3,tt0053084
2680,3,tt0053320
2681,3,tt5359048
2682,3,tt0053622
2683,3,tt0053841
2684,3,tt0054494
2685,3,tt0054847
2686,3,tt0055047
2687,3,tt0055100
2688,3,tt0055198
2689,3,tt0055257
2690,3,tt5544384
2691,3,tt0055608
2692,3,tt5592248
2693,3,tt0056059
2694,3,tt0056095
2695,3,tt0056171
2696,3,tt0056541
2697,3,tt0056732
2698,3,tt0057581
2699,3,tt0057936
2700,3,tt0058230
2701,3,tt5825380
2702,3,tt0058404
2703,3,tt0058700
2704,3,tt0059049
2705,3,tt0059297
2706,3,tt0059320
2707,3,tt5943936
2708,3,tt0059673
2709,3,tt0060095
2710,3,tt0060429
2711,3,tt0060841
2712,3,tt6090102
2713,3,tt0061597
2714,3,tt0061770
2715,3,tt0061996
2716,3,tt0062168
2717,3,tt0062362
2718,3,tt0062457
2719,3,tt0062793
2720,3,tt0063056
2721,3,tt0063186
2722,3,tt6354108
2723,3,tt0063665
2724,3,tt0063715
2725,3,tt0064265
2726,3,tt0643109
2727,3,tt0064615
2728,3,tt0065112
2729,3,tt0065738
2730,3,tt0066495
2731,3,tt6714534
2732,3,tt0067848
2733,3,tt0068326
2734,3,tt0685628
2735,3,tt0068617
2736,3,tt0069198
2737,3,tt0069518
2738,3,tt0069865
2739,3,tt0070506
2740,3,tt0071577
2741,3,tt0073018
2742,3,tt0073260
2743,3,tt0074739
2744,3,tt0075703
2745,3,tt0757361
2746,3,tt0076240
2747,3,tt0076299
2748,3,tt0076716
2749,3,tt0077235
2750,3,tt0077288
2751,3,tt0077413
2752,3,tt0077698
2753,3,tt0780002
2754,3,tt0787524
2755,3,tt0078763
2756,3,tt0800308
2757,3,tt0801526
2758,3,tt0080402
2759,3,tt0080464
2760,3,tt0080492
2761,3,tt0080736
2762,3,tt0810823
2763,3,tt0816442
2764,3,tt0081738
2765,3,tt0819714
2766,3,tt0082220
2767,3,tt0082477
2768,3,tt0082763
2769,3,tt0082801
2770,3,tt0082926
2771,3,tt0084395
2772,3,tt0084945
2773,3,tt0085404
2774,3,tt0086148
2775,3,tt0086508
2776,3,tt0086994
2777,3,tt0087951
2778,3,tt0088103
2779,3,tt0089006
2780,3.5,tt1000771
2781,3.5,tt0100087
2782,3.5,tt0100211
2783,3.5,tt0100934
2784,3.5,tt1017451
2785,3.5,tt1023111
2786,3.5,tt0102818
2787,3.5,tt0103003
2788,3.5,tt0103247
2789,3.5,tt1032751
2790,3.5,tt0103957
2791,3.5,tt1039647
2792,3.5,tt1045670
2793,3.5,tt1049402
2794,3.5,tt1055300
2795,3.5,tt0105682
2796,3.5,tt0105706
2797,3.5,tt0106315
2798,3.5,tt0106557
2799,3.5,tt1071804
2800,3.5,tt0107225
2801,3.5,tt1073510
2802,3.5,tt1079444
2803,3.5,tt1094249
2804,3.5,tt0109838
2805,3.5,tt1104006
2806,3.5,tt0110419
2807,3.5,tt0110420
2808,3.5,tt0110693
2809,3.5,tt1114677
2810,3.5,tt0112922
2811,3.5,tt1131748
2812,3.5,tt0113376
2813,3.5,tt0113403
2814,3.5,tt1134629
2815,3.5,tt0114395
2816,3.5,tt1151309
2817,3.5,tt1152398
2818,3.5,tt0011541
2819,3.5,tt0115535
2820,3.5,tt0115658
2821,3.5,tt0115836
2822,3.5,tt0116581
2823,3.5,tt0116631
2824,3.5,tt0116931
2825,3.5,tt1172206
2826,3.5,tt1172571
2827,3.5,tt0117561
2828,3.5,tt0117690
2829,3.5,tt1178665
2830,3.5,tt1182350
2831,3.5,tt0118308
2832,3.5,tt1186370
2833,3.5,tt0119095
2834,3.5,tt0119219
2835,3.5,tt0119310
2836,3.5,tt0119365
2837,3.5,tt1194612
2838,3.5,tt1196141
2839,3.5,tt1196204
2840,3.5,tt0119743
2841,3.5,tt1198138
2842,3.5,tt0119859
2843,3.5,tt0119905
2844,3.5,tt0119987
2845,3.5,tt0120263
2846,3.5,tt0120323
2847,3.5,tt1204340
2848,3.5,tt0120471
2849,3.5,tt0120472
2850,3.5,tt0120570
2851,3.5,tt0120703
2852,3.5,tt0120786
2853,3.5,tt0120801
2854,3.5,tt0122515
2855,3.5,tt1239426
2856,3.5,tt1242599
2857,3.5,tt0124770
2858,3.5,tt1273207
2859,3.5,tt1278293
2860,3.5,tt1285309
2861,3.5,tt1294226
2862,3.5,tt1295071
2863,3.5,tt1302067
2864,3.5,tt1305591
2865,3.5,tt1316037
2866,3.5,tt1319718
2867,3.5,tt1333634
2868,3.5,tt1340107
2869,3.5,tt1343740
2870,3.5,tt1384590
2871,3.5,tt1414382
2872,3.5,tt0142248
2873,3.5,tt0142250
2874,3.5,tt0142251
2875,3.5,tt0143261
2876,3.5,tt1440345
2877,3.5,tt1467306
2878,3.5,tt1470827
2879,3.5,tt1491044
2880,3.5,tt0015163
2881,3.5,tt1522863
2882,3.5,tt0015400
2883,3.5,tt1540011
2884,3.5,tt1555440
2885,3.5,tt1563738
2886,3.5,tt1567437
2887,3.5,tt1571404
2888,3.5,tt1583323
2889,3.5,tt1592281
2890,3.5,tt1592873
2891,3.5,tt1596346
2892,3.5,tt1598873
2893,3.5,tt1600195
2894,3.5,tt1610996
2895,3.5,tt1630637
2896,3.5,tt1636780
2897,3.5,tt1638002
2898,3.5,tt1638328
2899,3.5,tt1648190
2900,3.5,tt1650043
2901,3.5,tt0165623
2902,3.5,tt1691448
2903,3.5,tt0170259
2904,3.5,tt1715873
2905,3.5,tt0017271
2906,3.5,tt1727587
2907,3.5,tt0173886
2908,3.5,tt1748207
2909,3.5,tt0176093
2910,3.5,tt0017765
2911,3.5,tt1780798
2912,3.5,tt1782451
2913,3.5,tt1784538
2914,3.5,tt1787660
2915,3.5,tt1805297
2916,3.5,tt0181786
2917,3.5,tt1825918
2918,3.5,tt0184526
2919,3.5,tt1854564
2920,3.5,tt1860357
2921,3.5,tt0187859
2922,3.5,tt1900893
2923,3.5,tt0191133
2924,3.5,tt1911553
2925,3.5,tt0192657
2926,3.5,tt1935896
2927,3.5,tt1951299
2928,3.5,tt1954701
2929,3.5,tt0195753
2930,3.5,tt0019777
2931,3.5,tt1999192
2932,3.5,tt2008513
2933,3.5,tt2027140
2934,3.5,tt0203612
2935,3.5,tt2040560
2936,3.5,tt2059171
2937,3.5,tt0206187
2938,3.5,tt0206334
2939,3.5,tt0020641
2940,3.5,tt0206926
2941,3.5,tt2073520
2942,3.5,tt2091256
2943,3.5,tt0209463
2944,3.5,tt2097298
2945,3.5,tt2100546
2946,3.5,tt2103217
2947,3.5,tt2152198
2948,3.5,tt2172584
2949,3.5,tt0021746
2950,3.5,tt0021890
2951,3.5,tt2212008
2952,3.5,tt2215489
2953,3.5,tt0022183
2954,3.5,tt0229340
2955,3.5,tt2301592
2956,3.5,tt2304426
2957,3.5,tt0230512
2958,3.5,tt2309961
2959,3.5,tt0233841
2960,3.5,tt2345759
2961,3.5,tt2357461
2962,3.5,tt0236019
2963,3.5,tt0023622
2964,3.5,tt2374144
2965,3.5,tt0237993
2966,3.5,tt2386404
2967,3.5,tt0023948
2968,3.5,tt0240200
2969,3.5,tt2402085
2970,3.5,tt2403021
2971,3.5,tt0024069
2972,3.5,tt2415458
2973,3.5,tt0242998
2974,3.5,tt0243508
2975,3.5,tt0245171
2976,3.5,tt0245280
2977,3.5,tt0246628
2978,3.5,tt0246772
2979,3.5,tt2473602
2980,3.5,tt2474024
2981,3.5,tt2490326
2982,3.5,tt2503154
2983,3.5,tt2509850
2984,3.5,tt2517558
2985,3.5,tt2535470
2986,3.5,tt0025456
2987,3.5,tt2554274
2988,3.5,tt0255477
2989,3.5,tt0025586
2990,3.5,tt2570858
2991,3.5,tt0257568
2992,3.5,tt2581244
2993,3.5,tt0258816
2994,3.5,tt0260414
2995,3.5,tt0026056
2996,3.5,tt0262240
2997,3.5,tt0026421
2998,3.5,tt0264578
2999,3.5,tt0026714
3000,3.5,tt0269743
3001,3.5,tt0270560
3002,3.5,tt2726560
3003,3.5,tt0273300
3004,3.5,tt2737050
3005,3.5,tt0276816
3006,3.5,tt0027698
3007,3.5,tt2771372
3008,3.5,tt0027884
3009,3.5,tt0283160
3010,3.5,tt0028510
3011,3.5,tt0286476
3012,3.5,tt0286635
3013,3.5,tt0287471
3014,3.5,tt0290879
3015,3.5,tt2917506
3016,3.5,tt0029192
3017,3.5,tt0294357
3018,3.5,tt0297144
3019,3.5,tt0297814
3020,3.5,tt0298482
3021,3.5,tt2994190
3022,3.5,tt0029942
3023,3.5,tt2996648
3024,3.5,tt0300274
3025,3.5,tt0301976
3026,3.5,tt0030637
3027,3.5,tt0306734
3028,3.5,tt0307076
3029,3.5,tt0307197
3030,3.5,tt0308476
3031,3.5,tt0308488
3032,3.5,tt0308508
3033,3.5,tt0030947
3034,3.5,tt3099498
3035,3.5,tt0031047
3036,3.5,tt0312848
3037,3.5,tt0314121
3038,3.5,tt0316732
3039,3.5,tt3177316
3040,3.5,tt3185602
3041,3.5,tt0321442
3042,3.5,tt0323807
3043,3.5,tt0324127
3044,3.5,tt0032484
3045,3.5,tt0032617
3046,3.5,tt0327698
3047,3.5,tt0334029
3048,3.5,tt0334965
3049,3.5,tt0033712
3050,3.5,tt0033774
3051,3.5,tt0337824
3052,3.5,tt0338512
3053,3.5,tt0033852
3054,3.5,tt0340012
3055,3.5,tt0034172
3056,3.5,tt0034409
3057,3.5,tt0034493
3058,3.5,tt0345551
3059,3.5,tt0345853
3060,3.5,tt0346091
3061,3.5,tt3469518
3062,3.5,tt0347540
3063,3.5,tt0347840
3064,3.5,tt0349169
3065,3.5,tt0035019
3066,3.5,tt0350934
3067,3.5,tt0035262
3068,3.5,tt0354766
3069,3.5,tt3567288
3070,3.5,tt0356999
3071,3.5,tt0359423
3072,3.5,tt3606888
3073,3.5,tt0361693
3074,3.5,tt0361715
3075,3.5,tt3626804
3076,3.5,tt0365183
3077,3.5,tt0366174
3078,3.5,tt0036777
3079,3.5,tt0368658
3080,3.5,tt0368913
3081,3.5,tt0037077
3082,3.5,tt0371280
3083,3.5,tt3715122
3084,3.5,tt0037365
3085,3.5,tt0373981
3086,3.5,tt0374639
3087,3.5,tt3748512
3088,3.5,tt0375073
3089,3.5,tt0037536
3090,3.5,tt0375920
3091,3.5,tt0377059
3092,3.5,tt3788052
3093,3.5,tt0379000
3094,3.5,tt0379357
3095,3.5,tt3816372
3096,3.5,tt0381940
3097,3.5,tt0382357
3098,3.5,tt0038259
3099,3.5,tt0383393
3100,3.5,tt3835080
3101,3.5,tt0384369
3102,3.5,tt0385017
3103,3.5,tt3850590
3104,3.5,tt0038574
3105,3.5,tt0386005
3106,3.5,tt0038661
3107,3.5,tt0038988
3108,3.5,tt0039040
3109,3.5,tt0039066
3110,3.5,tt3910804
3111,3.5,tt0039286
3112,3.5,tt0393597
3113,3.5,tt0039370
3114,3.5,tt0039417
3115,3.5,tt0039566
3116,3.5,tt3963816
3117,3.5,tt0397612
3118,3.5,tt0039808
3119,3.5,tt0039853
3120,3.5,tt0402910
3121,3.5,tt0040525
3122,3.5,tt0405821
3123,3.5,tt0040725
3124,3.5,tt4073790
3125,3.5,tt0040876
3126,3.5,tt0412535
3127,3.5,tt0041452
3128,3.5,tt4158096
3129,3.5,tt0041699
3130,3.5,tt0417217
3131,3.5,tt0419434
3132,3.5,tt0419724
3133,3.5,tt0421994
3134,3.5,tt0423505
3135,3.5,tt0424774
3136,3.5,tt0425326
3137,3.5,tt0042593
3138,3.5,tt4284010
3139,3.5,tt4285496
3140,3.5,tt0428856
3141,3.5,tt0042895
3142,3.5,tt0430651
3143,3.5,tt4312536
3144,3.5,tt0432402
3145,3.5,tt0433116
3146,3.5,tt0436339
3147,3.5,tt0436724
3148,3.5,tt0043686
3149,3.5,tt0436864
3150,3.5,tt0043915
3151,3.5,tt0443431
3152,3.5,tt0443465
3153,3.5,tt0444608
3154,3.5,tt4451458
3155,3.5,tt0445953
3156,3.5,tt4481514
3157,3.5,tt0044876
3158,3.5,tt4500922
3159,3.5,tt0453047
3160,3.5,tt0454919
3161,3.5,tt0454931
3162,3.5,tt0045591
3163,3.5,tt0457655
3164,3.5,tt0458242
3165,3.5,tt0045963
3166,3.5,tt0459748
3167,3.5,tt0460810
3168,3.5,tt4633690
3169,3.5,tt0046414
3170,3.5,tt0468094
3171,3.5,tt0046874
3172,3.5,tt4695012
3173,3.5,tt0472050
3174,3.5,tt0047216
3175,3.5,tt0047445
3176,3.5,tt0047522
3177,3.5,tt0047542
3178,3.5,tt0047677
3179,3.5,tt0476991
3180,3.5,tt0477095
3181,3.5,tt0047849
3182,3.5,tt0479162
3183,3.5,tt0479528
3184,3.5,tt0479997
3185,3.5,tt0482463
3186,3.5,tt0048281
3187,3.5,tt0048308
3188,3.5,tt0048393
3189,3.5,tt0484439
3190,3.5,tt0048563
3191,3.5,tt0486578
3192,3.5,tt0048947
3193,3.5,tt0048980
3194,3.5,tt4899406
3195,3.5,tt0490181
3196,3.5,tt0049096
3197,3.5,tt0492486
3198,3.5,tt4935334
3199,3.5,tt0049452
3200,3.5,tt0049607
3201,3.5,tt0496328
3202,3.5,tt0049902
3203,3.5,tt0049934
3204,3.5,tt0050306
3205,3.5,tt5069564
3206,3.5,tt0050839
3207,3.5,tt0050972
3208,3.5,tt5111874
3209,3.5,tt5129510
3210,3.5,tt0051516
3211,3.5,tt0051525
3212,3.5,tt0051773
3213,3.5,tt0052847
3214,3.5,tt0053318
3215,3.5,tt5342766
3216,3.5,tt5358714
3217,3.5,tt0053593
3218,3.5,tt0053804
3219,3.5,tt0054176
3220,3.5,tt0054248
3221,3.5,tt0054325
3222,3.5,tt0055312
3223,3.5,tt5555502
3224,3.5,tt0055831
3225,3.5,tt5595168
3226,3.5,tt0056196
3227,3.5,tt0056412
3228,3.5,tt0056704
3229,3.5,tt0056868
3230,3.5,tt5700672
3231,3.5,tt0057215
3232,3.5,tt5726086
3233,3.5,tt0057358
3234,3.5,tt0057495
3235,3.5,tt5776858
3236,3.5,tt0057859
3237,3.5,tt0058265
3238,3.5,tt0058652
3239,3.5,tt0058715
3240,3.5,tt0058997
3241,3.5,tt5914996
3242,3.5,tt5952332
3243,3.5,tt0059575
3244,3.5,tt0059712
3245,3.5,tt0059855
3246,3.5,tt0061107
3247,3.5,tt0061495
3248,3.5,tt0061847
3249,3.5,tt6263642
3250,3.5,tt6359956
3251,3.5,tt6397426
3252,3.5,tt0064100
3253,3.5,tt0064118
3254,3.5,tt0064689
3255,3.5,tt0064793
3256,3.5,tt0064806
3257,3.5,tt0064940
3258,3.5,tt0065054
3259,3.5,tt0065466
3260,3.5,tt0065761
3261,3.5,tt0065911
3262,3.5,tt6768578
3263,3.5,tt6822400
3264,3.5,tt0006864
3265,3.5,tt0069369
3266,3.5,tt6987652
3267,3.5,tt0069895
3268,3.5,tt0069897
3269,3.5,tt0070022
3270,3.5,tt0070246
3271,3.5,tt0070820
3272,3.5,tt0071203
3273,3.5,tt0071464
3274,3.5,tt7158814
3275,3.5,tt0072410
3276,3.5,tt0007264
3277,3.5,tt7291268
3278,3.5,tt0073076
3279,3.5,tt0007361
3280,3.5,tt7387408
3281,3.5,tt0075213
3282,3.5,tt0075222
3283,3.5,tt0758786
3284,3.5,tt0075995
3285,3.5,tt0076141
3286,3.5,tt0076363
3287,3.5,tt0775529
3288,3.5,tt0780607
3289,3.5,tt7807952
3290,3.5,tt0790712
3291,3.5,tt0079759
3292,3.5,tt0814685
3293,3.5,tt0815245
3294,3.5,tt0816462
3295,3.5,tt0082100
3296,3.5,tt0082970
3297,3.5,tt0830361
3298,3.5,tt8391976
3299,3.5,tt0841044
3300,3.5,tt0084210
3301,3.5,tt0844479
3302,3.5,tt0084469
3303,3.5,tt0084648
3304,3.5,tt0085482
3305,3.5,tt0856797
3306,3.5,tt0878835
3307,3.5,tt0087910
3308,3.5,tt0089177
3309,3.5,tt0893382
3310,4,tt0100046
3311,4,tt0100143
3312,4,tt0100258
3313,4,tt0100485
3314,4,tt0101095
3315,4,tt0101726
3316,4,tt0101746
3317,4,tt0101829
3318,4,tt1020530
3319,4,tt1020773
3320,4,tt0102164
3321,4,tt1023114
3322,4,tt0102336
3323,4,tt0102368
3324,4,tt0102467
3325,4,tt0102820
3326,4,tt1029120
3327,4,tt0103036
3328,4,tt1031280
3329,4,tt1035736
3330,4,tt0104057
3331,4,tt0104139
3332,4,tt0104237
3333,4,tt0104573
3334,4,tt0104663
3335,4,tt0104743
3336,4,tt0104850
3337,4,tt0105032
3338,4,tt0105159
3339,4,tt0105179
3340,4,tt1051904
3341,4,tt0105251
3342,4,tt0105316
3343,4,tt0105622
3344,4,tt0105810
3345,4,tt0106336
3346,4,tt0106402
3347,4,tt0106469
3348,4,tt1067733
3349,4,tt0106833
3350,4,tt0106912
3351,4,tt0106926
3352,4,tt0107002
3353,4,tt0107209
3354,4,tt0107617
3355,4,tt1078188
3356,4,tt1078588
3357,4,tt0107920
3358,4,tt0107927
3359,4,tt0108442
3360,4,tt0109001
3361,4,tt0109049
3362,4,tt0109382
3363,4,tt0109440
3364,4,tt0109688
3365,4,tt0109855
3366,4,tt0109934
3367,4,tt0110246
3368,4,tt0110251
3369,4,tt0110296
3370,4,tt0110395
3371,4,tt0110455
3372,4,tt0110857
3373,4,tt0110917
3374,4,tt0110982
3375,4,tt0111309
3376,4,tt1113829
3377,4,tt1121794
3378,4,tt1124388
3379,4,tt0112646
3380,4,tt0112681
3381,4,tt1127715
3382,4,tt0113057
3383,4,tt0113089
3384,4,tt0113158
3385,4,tt0113270
3386,4,tt0113610
3387,4,tt1137450
3388,4,tt0113973
3389,4,tt0114129
3390,4,tt0114303
3391,4,tt0114307
3392,4,tt1144539
3393,4,tt0114671
3394,4,tt0115561
3395,4,tt1156466
3396,4,tt0115669
3397,4,tt0115742
3398,4,tt0115813
3399,4,tt0116141
3400,4,tt0116422
3401,4,tt1164647
3402,4,tt0116502
3403,4,tt0116506
3404,4,tt0116587
3405,4,tt0116743
3406,4,tt0116886
3407,4,tt1172994
3408,4,tt0117468
3409,4,tt1174730
3410,4,tt0117658
3411,4,tt0117880
3412,4,tt0118043
3413,4,tt0118113
3414,4,tt0118150
3415,4,tt0118539
3416,4,tt0118623
3417,4,tt1186830
3418,4,tt0118692
3419,4,tt0118702
3420,4,tt0118744
3421,4,tt0118849
3422,4,tt0118983
3423,4,tt0119053
3424,4,tt0119215
3425,4,tt0119248
3426,4,tt0119336
3427,4,tt0119338
3428,4,tt0119572
3429,4,tt0119577
3430,4,tt0119620
3431,4,tt0119630
3432,4,tt0119784
3433,4,tt0119891
3434,4,tt0120070
3435,4,tt0120197
3436,4,tt0120257
3437,4,tt0120357
3438,4,tt0120389
3439,4,tt1204975
3440,4,tt1205537
3441,4,tt0120710
3442,4,tt0120800
3443,4,tt1212419
3444,4,tt1225822
3445,4,tt0124102
3446,4,tt0124901
3447,4,tt1259014
3448,4,tt0126344
3449,4,tt0128133
3450,4,tt0128221
3451,4,tt1286785
3452,4,tt1294970
3453,4,tt0130377
3454,4,tt0130445
3455,4,tt1307861
3456,4,tt1320239
3457,4,tt1320244
3458,4,tt1327194
3459,4,tt1333667
3460,4,tt0133385
3461,4,tt0133413
3462,4,tt1352852
3463,4,tt1355599
3464,4,tt1356864
3465,4,tt1368116
3466,4,tt1369845
3467,4,tt1403177
3468,4,tt1403981
3469,4,tt1407052
3470,4,tt0142181
3471,4,tt1422032
3472,4,tt0142234
3473,4,tt0142235
3474,4,tt0142237
3475,4,tt0142238
3476,4,tt0142240
3477,4,tt0142242
3478,4,tt0142244
3479,4,tt0142245
3480,4,tt1423894
3481,4,tt1434447
3482,4,tt0145503
3483,4,tt1461312
3484,4,tt0146247
3485,4,tt1464580
3486,4,tt1466054
3487,4,tt1467273
3488,4,tt1489167
3489,4,tt1499666
3490,4,tt1510934
3491,4,tt1510938
3492,4,tt0151691
3493,4,tt1528313
3494,4,tt1531901
3495,4,tt1533013
3496,4,tt0155722
3497,4,tt1560139
3498,4,tt1560970
3499,4,tt1566648
3500,4,tt0156729
3501,4,tt0156901
3502,4,tt0157183
3503,4,tt1582507
3504,4,tt0015841
3505,4,tt1585255
3506,4,tt1585985
3507,4,tt0015881
3508,4,tt1588334
3509,4,tt1590089
3510,4,tt1598828
3511,4,tt0160009
3512,4,tt0160611
3513,4,tt0160620
3514,4,tt1617661
3515,4,tt0162348
3516,4,tt0163862
3517,4,tt0163983
3518,4,tt0164961
3519,4,tt1659343
3520,4,tt1661199
3521,4,tt1683526
3522,4,tt0016847
3523,4,tt1694505
3524,4,tt1702439
3525,4,tt0172396
3526,4,tt0173390
3527,4,tt1740047
3528,4,tt0017416
3529,4,tt1742336
3530,4,tt0174336
3531,4,tt1762248
3532,4,tt1772382
3533,4,tt0177858
3534,4,tt1791682
3535,4,tt0180181
3536,4,tt0018037
3537,4,tt1806234
3538,4,tt0180748
3539,4,tt1808482
3540,4,tt0181530
3541,4,tt0182015
3542,4,tt1825157
3543,4,tt1840417
3544,4,tt0018455
3545,4,tt0186045
3546,4,tt1863347
3547,4,tt1866249
3548,4,tt1870419
3549,4,tt0187819
3550,4,tt1883092
3551,4,tt0188766
3552,4,tt1901040
3553,4,tt0190798
3554,4,tt1922777
3555,4,tt1924394
3556,4,tt1934231
3557,4,tt0194314
3558,4,tt0194368
3559,4,tt1967697
3560,4,tt1971571
3561,4,tt0197384
3562,4,tt1977895
3563,4,tt0200071
3564,4,tt0200669
3565,4,tt0200809
3566,4,tt0200849
3567,4,tt2017486
3568,4,tt0202559
3569,4,tt2028530
3570,4,tt2036416
3571,4,tt2044056
3572,4,tt0206036
3573,4,tt2063781
3574,4,tt0020697
3575,4,tt2076781
3576,4,tt0020827
3577,4,tt0208629
3578,4,tt0209322
3579,4,tt2103254
3580,4,tt0210358
3581,4,tt0021079
3582,4,tt0211933
3583,4,tt0213121
3584,4,tt2132285
3585,4,tt2140577
3586,4,tt2153963
3587,4,tt2166616
3588,4,tt0218182
3589,4,tt2193265
3590,4,tt2205697
3591,4,tt0220627
3592,4,tt2227830
3593,4,tt0222850
3594,4,tt2234003
3595,4,tt2243469
3596,4,tt2246779
3597,4,tt2258345
3598,4,tt2261331
3599,4,tt2268016
3600,4,tt0022835
3601,4,tt2334871
3602,4,tt0234940
3603,4,tt0234988
3604,4,tt0023563
3605,4,tt2357291
3606,4,tt2359024
3607,4,tt0236447
3608,4,tt0023753
3609,4,tt2383068
3610,4,tt2390962
3611,4,tt0239234
3612,4,tt2392672
3613,4,tt0239894
3614,4,tt2400291
3615,4,tt2402927
3616,4,tt2404425
3617,4,tt2417712
3618,4,tt2418558
3619,4,tt0245929
3620,4,tt0246134
3621,4,tt0247380
3622,4,tt0024803
3623,4,tt0250310
3624,4,tt0250440
3625,4,tt0250468
3626,4,tt0250809
3627,4,tt2515034
3628,4,tt0251654
3629,4,tt0254686
3630,4,tt0255321
3631,4,tt2580382
3632,4,tt2614684
3633,4,tt0262432
3634,4,tt0262911
3635,4,tt0263734
3636,4,tt0265930
3637,4,tt0268200
3638,4,tt0269341
3639,4,tt0026942
3640,4,tt0270288
3641,4,tt2704998
3642,4,tt0027075
3643,4,tt0276501
3644,4,tt0278736
3645,4,tt0278823
3646,4,tt0027893
3647,4,tt0280030
3648,4,tt0280424
3649,4,tt0280453
3650,4,tt0281820
3651,4,tt0028216
3652,4,tt0282744
3653,4,tt0282768
3654,4,tt0283026
3655,4,tt0028333
3656,4,tt0283883
3657,4,tt0284262
3658,4,tt0284850
